bvn,state_of_origin,state_of_residence,local_government_area,source_of_income
20000065725,Abia,Sokoto,Tambuwal,Business
20000065726,Kano,Yobe,Damaturu,Freelancing
20000065727,Nasarawa,Yobe,Damaturu,Contract
20000065728,Gombe,Adamawa,Yola North,Agriculture
20000065729,Adamawa,Kwara,Offa,Investment
20000065730,Borno,Edo,Oredo,Salary
20000065731,Ondo,Gombe,Kaltungo,Business
20000065732,Imo,Ondo,Owo,Agriculture
20000065733,Bayelsa,Jigawa,Hadejia,Freelancing
20000065734,Bayelsa,Borno,Biu,Contract
20000065735,Yobe,Abia,Aba South,Contract
20000065736,Kebbi,Lagos,Yaba,Salary
20000065737,FCT,Kwara,Offa,Salary
20000065738,Kogi,Ondo,Owo,Salary
20000065739,Rivers,Anambra,Nnewi North,Remittance
20000065740,Abia,Kogi,Lokoja,Business
20000065741,Zamfara,Taraba,Wukari,Salary
20000065742,Oyo,Osun,Ife Central,Agriculture
20000065743,Borno,Borno,Maiduguri,Business
20000065744,Abia,Ondo,Ondo West,Contract
20000065745,Zamfara,Ekiti,Oye,Salary
20000065746,Benue,Rivers,Port Harcourt,Business
20000065747,Kwara,Oyo,Ogbomosho North,Informal
20000065748,Kwara,Sokoto,Tambuwal,Business
20000065749,Borno,Kaduna,Kaduna North,Salary
20000065750,Nasarawa,Abia,Aba South,Business
20000065751,FCT,Sokoto,Tambuwal,Investment
20000065752,Enugu,Plateau,Jos South,Freelancing
20000065753,Gombe,Oyo,Oyo East,Business
20000065754,Zamfara,Plateau,Jos North,Business
20000065755,Abia,Adamawa,Yola North,Mixed
20000065756,Ekiti,Kano,Tarauni,Salary
20000065757,Enugu,Anambra,Awka South,Contract
20000065758,Jigawa,Delta,Udu,Agriculture
20000065759,Niger,Nasarawa,Lafia,Business
20000065760,Imo,Imo,Owerri Municipal,Salary
20000065761,Yobe,Kwara,Offa,Business
20000065762,Nasarawa,Yobe,Potiskum,Agriculture
20000065763,Borno,FCT,Gwagwalada,Freelancing
20000065764,Benue,Delta,Oshimili South,Salary
20000065765,Sokoto,Kano,Fagge,Business
20000065766,FCT,Katsina,Daura,Freelancing
20000065767,Kogi,Borno,Biu,Freelancing
20000065768,Sokoto,Ekiti,Ikere,Agriculture
20000065769,FCT,Kwara,Offa,Business
20000065770,Osun,Niger,Bida,Salary
20000065771,Kwara,Katsina,Katsina,Agriculture
20000065772,Rivers,Rivers,Obio-Akpor,Salary
20000065773,Kebbi,Ebonyi,Afikpo North,Salary
20000065774,Anambra,Cross River,Ikom,Agriculture
20000065775,Ebonyi,Benue,Makurdi,Business
20000065776,Ebonyi,Sokoto,Sokoto North,Agriculture
20000065777,Ogun,Katsina,Katsina,Salary
20000065778,Nasarawa,Ebonyi,Afikpo North,Contract
20000065779,Adamawa,Kogi,Okene,Business
20000065780,Yobe,Gombe,Gombe,Salary
20000065781,Oyo,Bayelsa,Yenagoa,Freelancing
20000065782,Kogi,Lagos,Surulere,Freelancing
20000065783,Bauchi,Akwa Ibom,Eket,Business
20000065784,Borno,Ebonyi,Abakaliki,Freelancing
20000065785,Anambra,Benue,Gboko,Agriculture
20000065786,Ondo,Ondo,Akure South,Salary
20000065787,Imo,Ogun,Abeokuta South,Agriculture
20000065788,Ekiti,Rivers,Okrika,Remittance
20000065789,Plateau,Ebonyi,Afikpo North,Business
20000065790,Sokoto,Adamawa,Mubi North,Business
20000065791,Enugu,Rivers,Okrika,Business
20000065792,FCT,Ekiti,Ado-Ekiti,Salary
20000065793,Kano,FCT,Gwagwalada,Contract
20000065794,Bauchi,Ebonyi,Afikpo North,Investment
20000065795,Adamawa,FCT,Gwagwalada,Agriculture
20000065796,Zamfara,Ekiti,Ado-Ekiti,Freelancing
20000065797,FCT,Abia,Aba South,Business
20000065798,Benue,Plateau,Barkin Ladi,Business
20000065799,Kaduna,Oyo,Ibadan South-West,Informal
20000065800,Ebonyi,Kwara,Ilorin West,Freelancing
20000065801,Lagos,Cross River,Ikom,Business
20000065802,Ebonyi,Enugu,Nsukka,Business
20000065803,Gombe,Niger,Minna,Mixed
20000065804,Benue,Cross River,Ikom,Agriculture
20000065805,Yobe,Zamfara,Kaura Namoda,Agriculture
20000065806,Kebbi,Ondo,Owo,Freelancing
20000065807,Bauchi,Yobe,Potiskum,Informal
20000065808,Ebonyi,Ekiti,Oye,Contract
20000065809,Taraba,Kebbi,Argungu,Business
20000065810,Bauchi,Imo,Orlu,Salary
20000065811,Adamawa,Kebbi,Birnin Kebbi,Agriculture
20000065812,Zamfara,Kano,Fagge,Business
20000065813,Niger,Bauchi,Bauchi,Business
20000065814,Adamawa,Katsina,Katsina,Salary
20000065815,Edo,Rivers,Eleme,Agriculture
20000065816,Kaduna,Lagos,Surulere,Business
20000065817,Kebbi,Bayelsa,Ogbia,Investment
20000065818,Bayelsa,Lagos,Eti-Osa,Contract
20000065819,Niger,Yobe,Damaturu,Agriculture
20000065820,Imo,Plateau,Jos North,Remittance
20000065821,Bayelsa,FCT,Gwagwalada,Salary
20000065822,Niger,Adamawa,Mubi North,Agriculture
20000065823,Kano,Lagos,Yaba,Investment
20000065824,Katsina,Bauchi,Bauchi,Business
20000065825,Ondo,Plateau,Jos North,Business
20000065826,Lagos,Kaduna,Zaria,Business
20000065827,Delta,Enugu,Enugu North,Salary
20000065828,Gombe,Enugu,Nsukka,Salary
20000065829,Abia,Kebbi,Argungu,Salary
20000065830,Lagos,Delta,Oshimili South,Contract
20000065831,Ondo,Ebonyi,Abakaliki,Informal
20000065832,Niger,Ogun,Sagamu,Freelancing
20000065833,Cross River,Kano,Tarauni,Agriculture
20000065834,Edo,Bayelsa,Yenagoa,Salary
20000065835,Oyo,FCT,Gwagwalada,Salary
20000065836,Ogun,Cross River,Ikom,Agriculture
20000065837,Ekiti,Yobe,Potiskum,Remittance
20000065838,Imo,Rivers,Eleme,Investment
20000065839,Katsina,Ondo,Owo,Contract
20000065840,Kwara,Ogun,Abeokuta South,Agriculture
20000065841,Lagos,Niger,Minna,Business
20000065842,Sokoto,Rivers,Eleme,Salary
20000065843,Oyo,Benue,Makurdi,Salary
20000065844,Edo,Ondo,Ondo West,Remittance
20000065845,Gombe,Gombe,Kaltungo,Salary
20000065846,Benue,Ebonyi,Afikpo North,Agriculture
20000065847,Enugu,Ogun,Ijebu Ode,Business
20000065848,Anambra,Bauchi,Bauchi,Freelancing
20000065849,Jigawa,Kano,Tarauni,Salary
20000065850,Plateau,Bayelsa,Ogbia,Agriculture
20000065851,FCT,Ogun,Ijebu Ode,Salary
20000065852,Nasarawa,Plateau,Barkin Ladi,Agriculture
20000065853,Akwa Ibom,Gombe,Gombe,Salary
20000065854,Osun,Taraba,Jalingo,Investment
20000065855,Anambra,Edo,Oredo,Remittance
20000065856,Enugu,Taraba,Jalingo,Salary
20000065857,Katsina,Gombe,Gombe,Salary
20000065858,Adamawa,Benue,Makurdi,Salary
20000065859,Ondo,Jigawa,Dutse,Agriculture
20000065860,Anambra,Kaduna,Kafanchan,Salary
20000065861,Gombe,Delta,Warri South,Salary
20000065862,Akwa Ibom,Yobe,Damaturu,Salary
20000065863,Yobe,Ekiti,Oye,Contract
20000065864,Akwa Ibom,Edo,Ikpoba-Okha,Agriculture
20000065865,Oyo,Akwa Ibom,Eket,Contract
20000065866,Lagos,Yobe,Damaturu,Agriculture
20000065867,Oyo,Cross River,Ikom,Salary
20000065868,Ogun,Kogi,Okene,Salary
20000065869,Plateau,Sokoto,Tambuwal,Salary
20000065870,Kaduna,Plateau,Jos South,Freelancing
20000065871,Gombe,Bauchi,Azare,Agriculture
20000065872,Adamawa,Nasarawa,Keffi,Salary
20000065873,Kaduna,Cross River,Ikom,Business
20000065874,FCT,Bauchi,Azare,Freelancing
20000065875,Ondo,Akwa Ibom,Eket,Business
20000065876,FCT,Bauchi,Azare,Contract
20000065877,Katsina,Zamfara,Gusau,Business
20000065878,Kwara,Ogun,Abeokuta South,Agriculture
20000065879,Bayelsa,Abia,Umuahia North,Agriculture
20000065880,Kogi,Nasarawa,Keffi,Business
20000065881,Kogi,Anambra,Onitsha North,Business
20000065882,Abia,Abia,Aba South,Salary
20000065883,Kebbi,Ekiti,Ikere,Freelancing
20000065884,Borno,Cross River,Ikom,Salary
20000065885,Kwara,Ogun,Abeokuta South,Business
20000065886,Bayelsa,Plateau,Jos South,Mixed
20000065887,Taraba,Ebonyi,Abakaliki,Salary
20000065888,Kebbi,Kogi,Lokoja,Informal
20000065889,Ekiti,Jigawa,Hadejia,Business
20000065890,Plateau,Kaduna,Zaria,Business
20000065891,Jigawa,Katsina,Katsina,Freelancing
20000065892,Delta,Edo,Oredo,Business
20000065893,Sokoto,Ebonyi,Abakaliki,Freelancing
20000065894,Ogun,Adamawa,Yola North,Salary
20000065895,Akwa Ibom,Bayelsa,Ogbia,Salary
20000065896,Ekiti,Niger,Bida,Freelancing
20000065897,FCT,Kaduna,Zaria,Agriculture
20000065898,Osun,Zamfara,Kaura Namoda,Salary
20000065899,Kaduna,Ekiti,Ado-Ekiti,Business
20000065900,Delta,Sokoto,Tambuwal,Business
20000065901,Lagos,Lagos,Eti-Osa,Salary
20000065902,Imo,Edo,Oredo,Salary
20000065903,Kano,Sokoto,Tambuwal,Freelancing
20000065904,Plateau,Imo,Orlu,Business
20000065905,Ondo,Plateau,Barkin Ladi,Contract
20000065906,Delta,Enugu,Enugu South,Freelancing
20000065907,Gombe,Adamawa,Yola North,Salary
20000065908,Akwa Ibom,Jigawa,Hadejia,Business
20000065909,Adamawa,Yobe,Potiskum,Remittance
20000065910,Osun,Sokoto,Sokoto North,Salary
20000065911,Lagos,Bauchi,Azare,Investment
20000065912,Sokoto,Kogi,Lokoja,Business
20000065913,Delta,Plateau,Jos South,Business
20000065914,Cross River,FCT,Kuje,Agriculture
20000065915,Osun,Benue,Gboko,Business
20000065916,Benue,Jigawa,Hadejia,Agriculture
20000065917,Oyo,Jigawa,Hadejia,Contract
20000065918,Akwa Ibom,Niger,Minna,Freelancing
20000065919,Ebonyi,Benue,Otukpo,Salary
20000065920,Benue,Imo,Owerri Municipal,Agriculture
20000065921,Abia,Enugu,Nsukka,Business
20000065922,Kebbi,Imo,Orlu,Salary
20000065923,Edo,Ogun,Sagamu,Salary
20000065924,Kwara,Taraba,Wukari,Salary
20000065925,Benue,Adamawa,Mubi North,Salary
20000065926,Imo,Nasarawa,Lafia,Freelancing
20000065927,Osun,Kogi,Lokoja,Agriculture
20000065928,Kebbi,Nasarawa,Keffi,Business
20000065929,Bauchi,Kebbi,Argungu,Remittance
20000065930,Kogi,Akwa Ibom,Eket,Remittance
20000065931,Niger,Jigawa,Dutse,Remittance
20000065932,Abia,Katsina,Daura,Salary
20000065933,Bayelsa,Bauchi,Bauchi,Mixed
20000065934,Bauchi,Anambra,Awka South,Agriculture
20000065935,Gombe,Taraba,Jalingo,Agriculture
20000065936,Cross River,Kwara,Ilorin West,Agriculture
20000065937,Gombe,Katsina,Katsina,Investment
20000065938,Ebonyi,Edo,Ikpoba-Okha,Freelancing
20000065939,Zamfara,Ekiti,Ado-Ekiti,Salary
20000065940,Plateau,Niger,Bida,Business
20000065941,Cross River,Akwa Ibom,Uyo,Salary
20000065942,Adamawa,Bayelsa,Yenagoa,Mixed
20000065943,Benue,Benue,Otukpo,Business
20000065944,Oyo,Benue,Gboko,Agriculture
20000065945,Gombe,Enugu,Enugu North,Salary
20000065946,Lagos,Osun,Ife Central,Investment
20000065947,Borno,Nasarawa,Keffi,Mixed
20000065948,Benue,Jigawa,Hadejia,Salary
20000065949,Adamawa,Ondo,Ondo West,Mixed
20000065950,Plateau,Borno,Maiduguri,Business
20000065951,Niger,Benue,Gboko,Business
20000065952,Nasarawa,Taraba,Wukari,Salary
20000065953,Kebbi,Benue,Makurdi,Salary
20000065954,Kogi,Anambra,Awka South,Informal
20000065955,Edo,Zamfara,Gusau,Freelancing
20000065956,Ekiti,Ekiti,Oye,Business
20000065957,Adamawa,Cross River,Calabar Municipal,Business
20000065958,Kebbi,Oyo,Ibadan North,Freelancing
20000065959,Enugu,Kwara,Ilorin East,Freelancing
20000065960,Cross River,Nasarawa,Keffi,Salary
20000065961,Abia,Bayelsa,Yenagoa,Freelancing
20000065962,Osun,Abia,Umuahia North,Informal
20000065963,Plateau,Adamawa,Mubi North,Business
20000065964,Sokoto,Abia,Umuahia North,Contract
20000065965,Sokoto,Taraba,Jalingo,Salary
20000065966,Bayelsa,Osun,Ife Central,Informal
20000065967,Katsina,FCT,Kuje,Business
20000065968,Sokoto,Imo,Orlu,Salary
20000065969,FCT,Bauchi,Azare,Business
20000065970,Yobe,Niger,Minna,Salary
20000065971,Ondo,Zamfara,Kaura Namoda,Investment
20000065972,Delta,Bayelsa,Yenagoa,Agriculture
20000065973,Ekiti,Akwa Ibom,Eket,Informal
20000065974,Gombe,Ebonyi,Abakaliki,Agriculture
20000065975,Ekiti,Benue,Gboko,Contract
20000065976,Plateau,Ondo,Owo,Freelancing
20000065977,Kaduna,Bayelsa,Yenagoa,Business
20000065978,Kebbi,Akwa Ibom,Uyo,Salary
20000065979,Osun,Akwa Ibom,Eket,Salary
20000065980,Ondo,Kaduna,Kaduna North,Salary
20000065981,Enugu,Sokoto,Tambuwal,Salary
20000065982,Nasarawa,Taraba,Wukari,Salary
20000065983,Bayelsa,Kogi,Okene,Salary
20000065984,Ebonyi,Sokoto,Tambuwal,Agriculture
20000065985,Oyo,Ebonyi,Abakaliki,Contract
20000065986,Imo,Adamawa,Yola North,Agriculture
20000065987,Cross River,Borno,Biu,Salary
20000065988,Kogi,Ekiti,Ikere,Agriculture
20000065989,Cross River,Osun,Ilesa East,Business
20000065990,Benue,Rivers,Port Harcourt,Salary
20000065991,Benue,Rivers,Eleme,Business
20000065992,Ogun,Bauchi,Bauchi,Business
20000065993,Adamawa,Ogun,Ado-Odo/Ota,Agriculture
20000065994,Cross River,Ekiti,Ado-Ekiti,Freelancing
20000065995,Niger,Katsina,Daura,Salary
20000065996,Ogun,Akwa Ibom,Uyo,Informal
20000065997,Oyo,Cross River,Calabar Municipal,Investment
20000065998,Ondo,Borno,Maiduguri,Freelancing
20000065999,Kaduna,Sokoto,Tambuwal,Salary
20000066000,Plateau,Lagos,Yaba,Business
20000066001,Niger,Delta,Udu,Business
20000066002,Bayelsa,Enugu,Enugu South,Agriculture
20000066003,Yobe,Rivers,Eleme,Salary
20000066004,Rivers,Katsina,Katsina,Business
20000066005,Bauchi,Zamfara,Gusau,Remittance
20000066006,Lagos,Oyo,Ibadan South-West,Agriculture
20000066007,Lagos,Ekiti,Ado-Ekiti,Salary
20000066008,FCT,Kogi,Lokoja,Business
20000066009,Bayelsa,Kaduna,Zaria,Agriculture
20000066010,Benue,Ondo,Owo,Mixed
20000066011,Enugu,Benue,Makurdi,Salary
20000066012,Yobe,Enugu,Enugu North,Freelancing
20000066013,Yobe,Jigawa,Dutse,Business
20000066014,Kogi,Anambra,Awka South,Agriculture
20000066015,Benue,Bauchi,Bauchi,Salary
20000066016,Lagos,Ogun,Ado-Odo/Ota,Business
20000066017,Kaduna,Ondo,Akure South,Freelancing
20000066018,Edo,Kwara,Ilorin West,Salary
20000066019,Ogun,Ondo,Owo,Mixed
20000066020,Katsina,Osun,Ife Central,Investment
20000066021,Jigawa,Kebbi,Argungu,Informal
20000066022,Plateau,Imo,Orlu,Salary
20000066023,Kano,Lagos,Eti-Osa,Salary
20000066024,Zamfara,Cross River,Ikom,Salary
20000066025,Niger,Anambra,Nnewi North,Agriculture
20000066026,Lagos,Edo,Ikpoba-Okha,Salary
20000066027,Ogun,Enugu,Enugu North,Freelancing
20000066028,Ogun,Edo,Oredo,Business
20000066029,Bauchi,Sokoto,Tambuwal,Investment
20000066030,Benue,Jigawa,Dutse,Salary
20000066031,Zamfara,Benue,Gboko,Business
20000066032,FCT,Oyo,Ibadan North,Business
20000066033,Kebbi,Cross River,Ikom,Business
20000066034,FCT,Taraba,Wukari,Agriculture
20000066035,Plateau,Anambra,Nnewi North,Freelancing
20000066036,Rivers,Lagos,Surulere,Agriculture
20000066037,Kaduna,Lagos,Ikeja,Remittance
20000066038,Lagos,Rivers,Okrika,Freelancing
20000066039,Bayelsa,Delta,Udu,Business
20000066040,Enugu,Taraba,Jalingo,Salary
20000066041,Cross River,Kano,Gwale,Business
20000066042,Cross River,Ekiti,Ado-Ekiti,Business
20000066043,Delta,Taraba,Wukari,Salary
20000066044,Lagos,Kwara,Ilorin East,Salary
20000066045,Sokoto,Sokoto,Tambuwal,Business
20000066046,Plateau,Rivers,Port Harcourt,Contract
20000066047,Benue,Jigawa,Hadejia,Business
20000066048,Oyo,Ondo,Akure South,Agriculture
20000066049,Bauchi,Niger,Minna,Business
20000066050,Kaduna,Benue,Gboko,Investment
20000066051,Oyo,Bauchi,Azare,Agriculture
20000066052,Ebonyi,Gombe,Gombe,Mixed
20000066053,Anambra,Katsina,Katsina,Agriculture
20000066054,Benue,Bauchi,Azare,Business
20000066055,Ebonyi,Delta,Oshimili South,Salary
20000066056,Delta,Kaduna,Zaria,Investment
20000066057,Rivers,Adamawa,Yola North,Agriculture
20000066058,Enugu,Taraba,Wukari,Business
20000066059,Plateau,Plateau,Jos North,Business
20000066060,Ondo,Borno,Biu,Agriculture
20000066061,Kano,Gombe,Kaltungo,Salary
20000066062,Taraba,Benue,Makurdi,Contract
20000066063,Ekiti,FCT,Kuje,Contract
20000066064,Bayelsa,Cross River,Calabar Municipal,Salary
20000066065,Adamawa,Oyo,Ibadan North,Salary
20000066066,Abia,Adamawa,Mubi North,Salary
20000066067,Ondo,Nasarawa,Keffi,Agriculture
20000066068,Bayelsa,Kwara,Ilorin West,Agriculture
20000066069,Yobe,Sokoto,Tambuwal,Salary
20000066070,Plateau,Taraba,Wukari,Business
20000066071,Kogi,Kogi,Lokoja,Salary
20000066072,Anambra,Akwa Ibom,Eket,Business
20000066073,Kwara,Imo,Orlu,Business
20000066074,Cross River,Cross River,Calabar Municipal,Salary
20000066075,Oyo,Gombe,Kaltungo,Freelancing
20000066076,Kwara,Kebbi,Argungu,Agriculture
20000066077,Zamfara,Kwara,Offa,Business
20000066078,Lagos,Ebonyi,Afikpo North,Salary
20000066079,Bauchi,Kogi,Lokoja,Agriculture
20000066080,Kano,Kebbi,Argungu,Freelancing
20000066081,Edo,Kwara,Ilorin East,Salary
20000066082,Lagos,Oyo,Ogbomosho North,Salary
20000066083,Sokoto,Ekiti,Oye,Business
20000066084,Ekiti,Kwara,Ilorin West,Investment
20000066085,Imo,Sokoto,Tambuwal,Salary
20000066086,Taraba,Enugu,Enugu South,Salary
20000066087,Adamawa,Bauchi,Bauchi,Contract
20000066088,Lagos,Benue,Makurdi,Agriculture
20000066089,Rivers,Rivers,Okrika,Salary
20000066090,Sokoto,Rivers,Port Harcourt,Agriculture
20000066091,Taraba,Anambra,Onitsha North,Salary
20000066092,Taraba,Delta,Oshimili South,Agriculture
20000066093,Sokoto,Adamawa,Mubi North,Business
20000066094,Delta,Kano,Nassarawa,Salary
20000066095,Ogun,Ekiti,Oye,Mixed
20000066096,Abia,Osun,Ilesa East,Agriculture
20000066097,Borno,Kano,Gwale,Remittance
20000066098,FCT,Edo,Egor,Agriculture
20000066099,Lagos,Bayelsa,Ogbia,Salary
20000066100,Osun,Kaduna,Kaduna North,Agriculture
20000066101,Imo,Rivers,Obio-Akpor,Remittance
20000066102,Bayelsa,Oyo,Ibadan South-West,Business
20000066103,Borno,FCT,Kuje,Salary
20000066104,Kogi,Imo,Orlu,Salary
20000066105,Nasarawa,Osun,Ife Central,Agriculture
20000066106,Katsina,Kogi,Okene,Salary
20000066107,Taraba,Edo,Ikpoba-Okha,Investment
20000066108,Lagos,Ebonyi,Afikpo North,Business
20000066109,Oyo,Gombe,Gombe,Business
20000066110,Edo,Jigawa,Dutse,Salary
20000066111,Bayelsa,Gombe,Kaltungo,Business
20000066112,Benue,Katsina,Katsina,Freelancing
20000066113,Imo,Delta,Udu,Salary
20000066114,Niger,Sokoto,Tambuwal,Agriculture
20000066115,Adamawa,Ondo,Owo,Investment
20000066116,Plateau,Akwa Ibom,Uyo,Business
20000066117,Yobe,Gombe,Gombe,Investment
20000066118,Enugu,Edo,Egor,Salary
20000066119,Kebbi,Akwa Ibom,Eket,Business
20000066120,Benue,Gombe,Kaltungo,Business
20000066121,Katsina,Delta,Oshimili South,Salary
20000066122,Kwara,Bauchi,Azare,Freelancing
20000066123,Gombe,Bauchi,Bauchi,Agriculture
20000066124,Taraba,Niger,Suleja,Contract
20000066125,Kebbi,Delta,Oshimili South,Mixed
20000066126,Adamawa,Benue,Gboko,Agriculture
20000066127,Katsina,Benue,Otukpo,Business
20000066128,Nasarawa,Bayelsa,Yenagoa,Investment
20000066129,Kano,Delta,Oshimili South,Business
20000066130,Adamawa,Zamfara,Kaura Namoda,Agriculture
20000066131,Kebbi,Enugu,Enugu North,Business
20000066132,Edo,Zamfara,Kaura Namoda,Salary
20000066133,Borno,Enugu,Enugu South,Salary
20000066134,Ogun,Imo,Owerri Municipal,Business
20000066135,Borno,Imo,Orlu,Business
20000066136,Ogun,Kaduna,Kaduna North,Business
20000066137,Yobe,Kwara,Offa,Agriculture
20000066138,Adamawa,Kogi,Lokoja,Salary
20000066139,Kwara,Adamawa,Mubi North,Business
20000066140,Enugu,Ogun,Ado-Odo/Ota,Investment
20000066141,Nasarawa,Kwara,Ilorin West,Freelancing
20000066142,Kogi,Ekiti,Ado-Ekiti,Investment
20000066143,Sokoto,Nasarawa,Keffi,Salary
20000066144,Oyo,Kebbi,Argungu,Freelancing
20000066145,Kebbi,Taraba,Jalingo,Informal
20000066146,Osun,Taraba,Wukari,Investment
20000066147,Plateau,Ebonyi,Afikpo North,Freelancing
20000066148,Delta,Sokoto,Sokoto North,Agriculture
20000066149,Kaduna,Katsina,Daura,Salary
20000066150,FCT,Delta,Warri South,Business
20000066151,Osun,Delta,Udu,Agriculture
20000066152,Osun,Ekiti,Ikere,Agriculture
20000066153,Enugu,Bauchi,Bauchi,Salary
20000066154,Ebonyi,Enugu,Nsukka,Salary
20000066155,Anambra,Bayelsa,Ogbia,Agriculture
20000066156,Anambra,Kwara,Ilorin East,Investment
20000066157,Katsina,Plateau,Barkin Ladi,Business
20000066158,Niger,Yobe,Damaturu,Agriculture
20000066159,Zamfara,Lagos,Alimosho,Agriculture
20000066160,Niger,Zamfara,Gusau,Salary
20000066161,Borno,Oyo,Ibadan North,Mixed
20000066162,Ogun,Anambra,Nnewi North,Business
20000066163,Lagos,Edo,Egor,Salary
20000066164,Kogi,Bayelsa,Yenagoa,Freelancing
20000066165,Taraba,Katsina,Daura,Salary
20000066166,Akwa Ibom,Kaduna,Kaduna North,Business
20000066167,Yobe,Lagos,Ikeja,Salary
20000066168,Sokoto,Kano,Gwale,Freelancing
20000066169,Abia,Jigawa,Dutse,Business
20000066170,Bauchi,Taraba,Wukari,Business
20000066171,Taraba,Kwara,Ilorin East,Salary
20000066172,Gombe,Ekiti,Oye,Agriculture
20000066173,Anambra,Oyo,Oyo East,Business
20000066174,Lagos,Zamfara,Kaura Namoda,Contract
20000066175,Jigawa,Ekiti,Ikere,Business
20000066176,Gombe,Akwa Ibom,Uyo,Contract
20000066177,Kwara,Benue,Otukpo,Remittance
20000066178,Adamawa,Taraba,Wukari,Agriculture
20000066179,Imo,Ebonyi,Abakaliki,Salary
20000066180,Niger,Enugu,Enugu South,Business
20000066181,Plateau,Nasarawa,Lafia,Salary
20000066182,Oyo,Oyo,Ibadan South-West,Salary
20000066183,Cross River,Ebonyi,Afikpo North,Salary
20000066184,Kwara,Ekiti,Oye,Salary
20000066185,Yobe,Abia,Umuahia North,Salary
20000066186,FCT,Enugu,Enugu North,Salary
20000066187,Katsina,Nasarawa,Lafia,Contract
20000066188,Ogun,Jigawa,Hadejia,Business
20000066189,Ebonyi,Taraba,Wukari,Salary
20000066190,Ondo,Rivers,Okrika,Freelancing
20000066191,Jigawa,Osun,Ife Central,Salary
20000066192,Katsina,Delta,Warri South,Mixed
20000066193,Katsina,Adamawa,Mubi North,Business
20000066194,Ogun,Cross River,Calabar Municipal,Freelancing
20000066195,Cross River,Akwa Ibom,Eket,Agriculture
20000066196,Kebbi,Edo,Oredo,Freelancing
20000066197,Benue,Imo,Orlu,Freelancing
20000066198,Bauchi,Kaduna,Zaria,Salary
20000066199,Zamfara,Kwara,Ilorin West,Remittance
20000066200,Bayelsa,Kaduna,Kaduna North,Business
20000066201,Bauchi,Kaduna,Kaduna South,Agriculture
20000066202,Rivers,Yobe,Potiskum,Freelancing
20000066203,Zamfara,Plateau,Barkin Ladi,Salary
20000066204,Enugu,Kwara,Offa,Freelancing
20000066205,FCT,Anambra,Awka South,Agriculture
20000066206,Kaduna,Oyo,Ibadan South-West,Salary
20000066207,FCT,Gombe,Gombe,Agriculture
20000066208,Lagos,Abia,Umuahia North,Mixed
20000066209,Kwara,Ondo,Ondo West,Business
20000066210,Katsina,Imo,Owerri Municipal,Business
20000066211,Nasarawa,Imo,Orlu,Business
20000066212,Kaduna,Enugu,Nsukka,Salary
20000066213,Ogun,Enugu,Enugu South,Informal
20000066214,Ondo,Jigawa,Hadejia,Business
20000066215,Adamawa,Akwa Ibom,Eket,Agriculture
20000066216,Abia,Ekiti,Ikere,Salary
20000066217,Plateau,Oyo,Oyo East,Business
20000066218,Cross River,Lagos,Ikeja,Business
20000066219,Plateau,Ebonyi,Abakaliki,Salary
20000066220,Oyo,Kaduna,Kaduna South,Business
20000066221,Niger,Gombe,Gombe,Contract
20000066222,Gombe,Adamawa,Mubi North,Salary
20000066223,Edo,Enugu,Enugu North,Business
20000066224,Delta,Taraba,Wukari,Mixed
20000066225,Gombe,Edo,Oredo,Investment
20000066226,Kwara,Osun,Ilesa East,Salary
20000066227,Yobe,Kano,Fagge,Contract
20000066228,Borno,Kano,Fagge,Remittance
20000066229,Ondo,Niger,Minna,Freelancing
