bvn,first_name,last_name,gender,age,date_of_birth,marital_status,nationality,employment_status,occupation,employment_sector,education_level,years_of_experience
20000038179,Sade,Sadiq,Female,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000038180,Kemi,Balogun,Female,69,1957-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000038181,Yusuf,Akinwale,Male,18,2008-01-01,Single,Nigerian,Student,Student,,Masters,
20000038182,Yusuf,Akinwale,Male,32,1994-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000038183,Sadiq,Okafor,Male,72,1954-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000038184,Halima,Abdullahi,Female,43,1983-01-01,Single,Nigerian,Employed,Accountant,Private,Bachelors,6.0
20000038185,Emeka,Akinwale,Male,62,1964-01-01,Divorced,Nigerian,Self-Employed,Artisan,Informal,Masters,5.0
20000038186,Funke,Sadiq,Female,57,1969-01-01,Divorced,Nigerian,Employed,Civil Servant,NGO,PhD,11.0
20000038187,Halima,Sadiq,Female,24,2002-01-01,Married,Nigerian,Self-Employed,Trader,Informal,Secondary,2.0
20000038188,Sade,Ogunleye,Female,47,1979-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Diploma,6.0
20000038189,Kemi,Balogun,Female,59,1967-01-01,Widowed,Nigerian,Employed,Accountant,Private,Primary,34.0
20000038190,Sade,Okafor,Female,30,1996-01-01,Divorced,Nigerian,Employed,Engineer,Private,Bachelors,7.0
20000038191,Bisi,Balogun,Female,51,1975-01-01,Widowed,Nigerian,Employed,Accountant,Public,PhD,12.0
20000038192,Ibrahim,Ogunleye,Male,62,1964-01-01,Single,Nigerian,Student,Student,,Primary,
20000038193,Ngozi,Balogun,Female,35,1991-01-01,Married,Nigerian,Self-Employed,Consultant,NGO,Secondary,11.0
20000038194,Amaka,Mohammed,Female,57,1969-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000038195,Chinedu,Lawal,Male,42,1984-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000038196,Tunde,Okoye,Male,31,1995-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000038197,Yusuf,Akinwale,Male,61,1965-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000038198,Chinedu,Sadiq,Male,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000038199,Sadiq,Ogunleye,Male,29,1997-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000038200,Bisi,Balogun,Female,32,1994-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000038201,Bisi,Abdullahi,Female,27,1999-01-01,Widowed,Nigerian,Employed,Civil Servant,Private,Masters,9.0
20000038202,Kemi,Mohammed,Female,29,1997-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000038203,Kunle,Mohammed,Male,59,1967-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Masters,12.0
20000038204,Kunle,Abdullahi,Male,74,1952-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000038205,Halima,Akinwale,Female,42,1984-01-01,Married,Nigerian,Employed,Teacher,Public,Bachelors,16.0
20000038206,Ibrahim,Lawal,Male,47,1979-01-01,Divorced,Nigerian,Employed,Accountant,Informal,Masters,28.0
20000038207,Chinedu,Balogun,Male,57,1969-01-01,Single,Nigerian,Employed,Engineer,NGO,PhD,23.0
20000038208,Yusuf,Akinwale,Male,19,2007-01-01,Married,Nigerian,Student,Student,,PhD,
20000038209,Bisi,Okafor,Female,22,2004-01-01,Widowed,Nigerian,Self-Employed,Trader,NGO,PhD,4.0
20000038210,Sade,Okoye,Female,42,1984-01-01,Divorced,Nigerian,Self-Employed,Consultant,Informal,Secondary,24.0
20000038211,Ade,Okoye,Male,33,1993-01-01,Married,Nigerian,Unemployed,None,,PhD,
20000038212,Chinedu,Lawal,Male,52,1974-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000038213,Zainab,Abdullahi,Female,54,1972-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,Bachelors,0.0
20000038214,Ngozi,Balogun,Female,32,1994-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000038215,Aisha,Abdullahi,Female,22,2004-01-01,Single,Nigerian,Employed,Civil Servant,Public,Secondary,3.0
20000038216,Olu,Okoye,Male,58,1968-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Masters,28.0
20000038217,Zainab,Okoye,Female,23,2003-01-01,Married,Nigerian,Self-Employed,Trader,Public,Primary,4.0
20000038218,Sade,Akinwale,Female,75,1951-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038219,Emeka,Okafor,Male,22,2004-01-01,Widowed,Nigerian,Self-Employed,Trader,NGO,Bachelors,4.0
20000038220,Ade,Okafor,Male,69,1957-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000038221,Olu,Okoye,Male,40,1986-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000038222,Chinedu,Adeyemi,Male,24,2002-01-01,Single,Nigerian,Employed,Analyst,Private,Primary,4.0
20000038223,Ade,Balogun,Male,61,1965-01-01,Divorced,Nigerian,Unemployed,None,,Masters,
20000038224,Funke,Balogun,Female,56,1970-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000038225,Ibrahim,Balogun,Male,57,1969-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000038226,Ngozi,Lawal,Female,66,1960-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000038227,Funke,Adeyemi,Female,40,1986-01-01,Married,Nigerian,Employed,Accountant,Public,Masters,12.0
20000038228,Kemi,Abdullahi,Female,21,2005-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000038229,Ngozi,Abdullahi,Female,72,1954-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000038230,Fatima,Mohammed,Female,36,1990-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000038231,Amaka,Sadiq,Female,75,1951-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000038232,Chinedu,Lawal,Male,47,1979-01-01,Single,Nigerian,Self-Employed,Farmer,Informal,Masters,12.0
20000038233,Fatima,Abdullahi,Female,66,1960-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000038234,Funke,Akinwale,Female,20,2006-01-01,Single,Nigerian,Student,Student,,Secondary,
20000038235,Emeka,Lawal,Male,18,2008-01-01,Married,Nigerian,Student,Student,,Masters,
20000038236,Fatima,Akinwale,Female,44,1982-01-01,Single,Nigerian,Employed,Civil Servant,NGO,Bachelors,26.0
20000038237,Olu,Lawal,Male,20,2006-01-01,Married,Nigerian,Student,Student,,Diploma,
20000038238,Chinedu,Sadiq,Male,27,1999-01-01,Widowed,Nigerian,Self-Employed,Farmer,Public,PhD,0.0
20000038239,Kemi,Akinwale,Female,51,1975-01-01,Widowed,Nigerian,Employed,Civil Servant,Private,Bachelors,13.0
20000038240,Ngozi,Ogunleye,Female,64,1962-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000038241,Zainab,Mohammed,Female,27,1999-01-01,Married,Nigerian,Employed,Civil Servant,Private,Diploma,2.0
20000038242,Ibrahim,Ogunleye,Male,25,2001-01-01,Divorced,Nigerian,Employed,Teacher,NGO,Secondary,5.0
20000038243,Sade,Mohammed,Female,31,1995-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000038244,Amaka,Mohammed,Female,20,2006-01-01,Single,Nigerian,Student,Student,,PhD,
20000038245,Bisi,Mohammed,Female,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000038246,Bisi,Sadiq,Female,28,1998-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Diploma,9.0
20000038247,Emeka,Ogunleye,Male,20,2006-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000038248,Yusuf,Mohammed,Male,28,1998-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Diploma,6.0
20000038249,Sadiq,Sadiq,Male,40,1986-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038250,Ibrahim,Sadiq,Male,75,1951-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038251,Kunle,Ogunleye,Male,66,1960-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000038252,Chinedu,Ogunleye,Male,18,2008-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000038253,Kemi,Akinwale,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000038254,Halima,Adeyemi,Female,54,1972-01-01,Single,Nigerian,Student,Student,,PhD,
20000038255,Kunle,Akinwale,Male,72,1954-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000038256,Fatima,Mohammed,Female,54,1972-01-01,Single,Nigerian,Self-Employed,Consultant,Informal,Bachelors,11.0
20000038257,Fatima,Mohammed,Female,33,1993-01-01,Widowed,Nigerian,Employed,Analyst,Public,Bachelors,4.0
20000038258,Bisi,Mohammed,Female,60,1966-01-01,Married,Nigerian,Self-Employed,Trader,Public,Bachelors,38.0
20000038259,Zainab,Mohammed,Female,58,1968-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Diploma,39.0
20000038260,Kemi,Ogunleye,Female,67,1959-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000038261,Musa,Balogun,Male,21,2005-01-01,Single,Nigerian,Student,Student,,PhD,
20000038262,Ade,Ogunleye,Male,18,2008-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000038263,Ade,Mohammed,Male,49,1977-01-01,Single,Nigerian,Self-Employed,Consultant,Private,Masters,24.0
20000038264,Halima,Adeyemi,Female,36,1990-01-01,Divorced,Nigerian,Employed,Accountant,NGO,Masters,15.0
20000038265,Olu,Abdullahi,Male,65,1961-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,PhD,25.0
20000038266,Olu,Okoye,Male,18,2008-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000038267,Chinedu,Abdullahi,Male,56,1970-01-01,Single,Nigerian,Employed,Engineer,Informal,Primary,6.0
20000038268,Fatima,Akinwale,Female,44,1982-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000038269,Tunde,Lawal,Male,19,2007-01-01,Single,Nigerian,Student,Student,,Primary,
20000038270,Emeka,Adeyemi,Male,53,1973-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000038271,Sade,Adeyemi,Female,19,2007-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000038272,Sadiq,Sadiq,Male,47,1979-01-01,Widowed,Nigerian,Self-Employed,Artisan,Public,Diploma,3.0
20000038273,Fatima,Okoye,Female,74,1952-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000038274,Ibrahim,Adeyemi,Male,22,2004-01-01,Single,Nigerian,Employed,Teacher,Informal,Bachelors,0.0
20000038275,Tunde,Mohammed,Male,51,1975-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000038276,Ngozi,Mohammed,Female,65,1961-01-01,Married,Nigerian,Employed,Civil Servant,Public,Secondary,16.0
20000038277,Kemi,Balogun,Female,36,1990-01-01,Single,Nigerian,Self-Employed,Consultant,NGO,Primary,8.0
20000038278,Musa,Abdullahi,Male,31,1995-01-01,Married,Nigerian,Self-Employed,Trader,Public,Primary,4.0
20000038279,Tunde,Okoye,Male,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000038280,Fatima,Adeyemi,Female,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000038281,Zainab,Mohammed,Female,54,1972-01-01,Married,Nigerian,Unemployed,None,,PhD,
20000038282,Sade,Akinwale,Female,25,2001-01-01,Divorced,Nigerian,Self-Employed,Consultant,NGO,Secondary,0.0
20000038283,Ade,Okoye,Male,52,1974-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000038284,Amaka,Akinwale,Female,61,1965-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Primary,41.0
20000038285,Ngozi,Ogunleye,Female,31,1995-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000038286,Kemi,Lawal,Female,57,1969-01-01,Widowed,Nigerian,Employed,Civil Servant,NGO,Secondary,27.0
20000038287,Amaka,Lawal,Female,72,1954-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000038288,Emeka,Sadiq,Male,36,1990-01-01,Widowed,Nigerian,Employed,Analyst,Public,Primary,0.0
20000038289,Halima,Balogun,Female,31,1995-01-01,Widowed,Nigerian,Student,Student,,Bachelors,
20000038290,Ibrahim,Sadiq,Male,34,1992-01-01,Married,Nigerian,Self-Employed,Consultant,Informal,Primary,7.0
20000038291,Emeka,Abdullahi,Male,18,2008-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000038292,Bisi,Adeyemi,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000038293,Emeka,Lawal,Male,60,1966-01-01,Widowed,Nigerian,Unemployed,None,,Diploma,
20000038294,Amaka,Balogun,Female,35,1991-01-01,Widowed,Nigerian,Employed,Teacher,Informal,PhD,13.0
20000038295,Sadiq,Lawal,Male,60,1966-01-01,Widowed,Nigerian,Self-Employed,Farmer,NGO,Secondary,28.0
20000038296,Ade,Sadiq,Male,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000038297,Halima,Adeyemi,Female,71,1955-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000038298,Olu,Abdullahi,Male,50,1976-01-01,Divorced,Nigerian,Employed,Analyst,Public,Masters,19.0
20000038299,Zainab,Adeyemi,Female,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000038300,Chinedu,Sadiq,Male,20,2006-01-01,Married,Nigerian,Student,Student,,Diploma,
20000038301,Kunle,Sadiq,Male,61,1965-01-01,Widowed,Nigerian,Self-Employed,Artisan,NGO,Masters,5.0
20000038302,Kunle,Ogunleye,Male,57,1969-01-01,Widowed,Nigerian,Employed,Accountant,Public,Secondary,4.0
20000038303,Yusuf,Sadiq,Male,65,1961-01-01,Married,Nigerian,Self-Employed,Trader,Informal,Masters,31.0
20000038304,Ngozi,Adeyemi,Female,46,1980-01-01,Married,Nigerian,Employed,Accountant,Private,Masters,25.0
20000038305,Kemi,Okoye,Female,35,1991-01-01,Divorced,Nigerian,Employed,Accountant,Public,Secondary,1.0
20000038306,Yusuf,Adeyemi,Male,27,1999-01-01,Widowed,Nigerian,Employed,Teacher,Informal,Diploma,3.0
20000038307,Sade,Sadiq,Female,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000038308,Zainab,Mohammed,Female,32,1994-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,Primary,9.0
20000038309,Aisha,Lawal,Female,71,1955-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038310,Sadiq,Lawal,Male,70,1956-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038311,Fatima,Mohammed,Female,24,2002-01-01,Married,Nigerian,Unemployed,None,,Diploma,
20000038312,Ade,Abdullahi,Male,72,1954-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000038313,Fatima,Balogun,Female,72,1954-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000038314,Kunle,Sadiq,Male,21,2005-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000038315,Chinedu,Okoye,Male,45,1981-01-01,Married,Nigerian,Employed,Accountant,NGO,Primary,27.0
20000038316,Funke,Mohammed,Female,27,1999-01-01,Married,Nigerian,Self-Employed,Artisan,Private,Masters,6.0
20000038317,Bisi,Okafor,Female,36,1990-01-01,Single,Nigerian,Student,Student,,Diploma,
20000038318,Tunde,Lawal,Male,71,1955-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000038319,Ngozi,Ogunleye,Female,39,1987-01-01,Married,Nigerian,Self-Employed,Artisan,NGO,Primary,1.0
20000038320,Zainab,Balogun,Female,42,1984-01-01,Divorced,Nigerian,Employed,Teacher,NGO,Bachelors,16.0
20000038321,Sadiq,Akinwale,Male,21,2005-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000038322,Sade,Adeyemi,Female,71,1955-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000038323,Chinedu,Sadiq,Male,21,2005-01-01,Married,Nigerian,Student,Student,,Masters,
20000038324,Tunde,Okoye,Male,66,1960-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000038325,Ibrahim,Adeyemi,Male,74,1952-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038326,Chinedu,Okafor,Male,61,1965-01-01,Married,Nigerian,Employed,Engineer,Private,Primary,22.0
20000038327,Ngozi,Adeyemi,Female,26,2000-01-01,Divorced,Nigerian,Employed,Teacher,Informal,Primary,8.0
20000038328,Kunle,Okoye,Male,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038329,Musa,Mohammed,Male,48,1978-01-01,Married,Nigerian,Unemployed,None,,Bachelors,
20000038330,Tunde,Abdullahi,Male,30,1996-01-01,Single,Nigerian,Unemployed,None,,Bachelors,
20000038331,Ngozi,Ogunleye,Female,41,1985-01-01,Single,Nigerian,Employed,Analyst,Informal,PhD,12.0
20000038332,Fatima,Adeyemi,Female,63,1963-01-01,Single,Nigerian,Student,Student,,Primary,
20000038333,Sadiq,Okafor,Male,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000038334,Kemi,Abdullahi,Female,40,1986-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000038335,Zainab,Ogunleye,Female,48,1978-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Secondary,8.0
20000038336,Kemi,Sadiq,Female,69,1957-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038337,Fatima,Ogunleye,Female,30,1996-01-01,Married,Nigerian,Student,Student,,Diploma,
20000038338,Musa,Abdullahi,Male,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000038339,Yusuf,Ogunleye,Male,60,1966-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038340,Sadiq,Abdullahi,Male,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000038341,Ade,Abdullahi,Male,58,1968-01-01,Divorced,Nigerian,Employed,Accountant,NGO,Secondary,15.0
20000038342,Funke,Balogun,Female,34,1992-01-01,Widowed,Nigerian,Employed,Engineer,Public,Secondary,13.0
20000038343,Fatima,Okoye,Female,56,1970-01-01,Widowed,Nigerian,Unemployed,None,,Secondary,
20000038344,Bisi,Okafor,Female,24,2002-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000038345,Emeka,Lawal,Male,41,1985-01-01,Married,Nigerian,Employed,Accountant,NGO,PhD,5.0
20000038346,Ade,Sadiq,Male,47,1979-01-01,Single,Nigerian,Unemployed,None,,Diploma,
20000038347,Chinedu,Adeyemi,Male,35,1991-01-01,Divorced,Nigerian,Self-Employed,Artisan,NGO,Diploma,0.0
20000038348,Amaka,Abdullahi,Female,22,2004-01-01,Single,Nigerian,Student,Student,,Primary,
20000038349,Funke,Abdullahi,Female,60,1966-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000038350,Fatima,Lawal,Female,30,1996-01-01,Divorced,Nigerian,Employed,Teacher,Public,Masters,10.0
20000038351,Sade,Ogunleye,Female,41,1985-01-01,Single,Nigerian,Self-Employed,Trader,Private,Diploma,15.0
20000038352,Olu,Okafor,Male,21,2005-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000038353,Amaka,Balogun,Female,57,1969-01-01,Married,Nigerian,Student,Student,,PhD,
20000038354,Ngozi,Sadiq,Female,30,1996-01-01,Widowed,Nigerian,Employed,Teacher,Public,Primary,5.0
20000038355,Ade,Adeyemi,Male,74,1952-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000038356,Funke,Okafor,Female,74,1952-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000038357,Bisi,Adeyemi,Female,54,1972-01-01,Married,Nigerian,Self-Employed,Artisan,Informal,PhD,27.0
20000038358,Tunde,Okoye,Male,31,1995-01-01,Widowed,Nigerian,Employed,Civil Servant,Private,Primary,9.0
20000038359,Kunle,Akinwale,Male,50,1976-01-01,Married,Nigerian,Employed,Accountant,Private,Bachelors,17.0
20000038360,Yusuf,Adeyemi,Male,32,1994-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038361,Ngozi,Okafor,Female,68,1958-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000038362,Bisi,Okafor,Female,37,1989-01-01,Divorced,Nigerian,Self-Employed,Farmer,NGO,Secondary,1.0
20000038363,Ibrahim,Sadiq,Male,58,1968-01-01,Widowed,Nigerian,Self-Employed,Consultant,NGO,PhD,3.0
20000038364,Aisha,Mohammed,Female,66,1960-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000038365,Emeka,Akinwale,Male,22,2004-01-01,Widowed,Nigerian,Employed,Teacher,Public,PhD,3.0
20000038366,Chinedu,Abdullahi,Male,28,1998-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000038367,Aisha,Mohammed,Female,40,1986-01-01,Married,Nigerian,Employed,Teacher,NGO,Masters,16.0
20000038368,Tunde,Okafor,Male,58,1968-01-01,Single,Nigerian,Student,Student,,Secondary,
20000038369,Olu,Sadiq,Male,52,1974-01-01,Single,Nigerian,Self-Employed,Consultant,Public,Secondary,17.0
20000038370,Emeka,Sadiq,Male,31,1995-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000038371,Amaka,Ogunleye,Female,55,1971-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000038372,Sadiq,Abdullahi,Male,74,1952-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038373,Zainab,Adeyemi,Female,36,1990-01-01,Widowed,Nigerian,Employed,Teacher,Public,Primary,11.0
20000038374,Halima,Mohammed,Female,46,1980-01-01,Married,Nigerian,Employed,Engineer,Public,Primary,7.0
20000038375,Tunde,Okafor,Male,52,1974-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000038376,Funke,Adeyemi,Female,56,1970-01-01,Widowed,Nigerian,Self-Employed,Artisan,Public,PhD,22.0
20000038377,Yusuf,Mohammed,Male,56,1970-01-01,Married,Nigerian,Employed,Teacher,NGO,Primary,6.0
20000038378,Emeka,Sadiq,Male,57,1969-01-01,Divorced,Nigerian,Employed,Accountant,NGO,Primary,14.0
20000038379,Sadiq,Ogunleye,Male,42,1984-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Masters,23.0
20000038380,Aisha,Abdullahi,Female,58,1968-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000038381,Musa,Mohammed,Male,51,1975-01-01,Widowed,Nigerian,Employed,Accountant,Private,Masters,27.0
20000038382,Sade,Balogun,Female,19,2007-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000038383,Olu,Sadiq,Male,34,1992-01-01,Married,Nigerian,Self-Employed,Artisan,Public,Secondary,0.0
20000038384,Ngozi,Ogunleye,Female,75,1951-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038385,Kemi,Ogunleye,Female,22,2004-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Diploma,1.0
20000038386,Kunle,Mohammed,Male,53,1973-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000038387,Ade,Akinwale,Male,24,2002-01-01,Divorced,Nigerian,Self-Employed,Consultant,NGO,Primary,4.0
20000038388,Yusuf,Mohammed,Male,65,1961-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000038389,Sadiq,Adeyemi,Male,55,1971-01-01,Married,Nigerian,Employed,Accountant,Private,Masters,28.0
20000038390,Ade,Sadiq,Male,26,2000-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Masters,0.0
20000038391,Kunle,Balogun,Male,50,1976-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000038392,Musa,Balogun,Male,71,1955-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000038393,Sadiq,Okafor,Male,66,1960-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000038394,Aisha,Okafor,Female,68,1958-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000038395,Ngozi,Balogun,Female,18,2008-01-01,Single,Nigerian,Student,Student,,Masters,
20000038396,Emeka,Balogun,Male,73,1953-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000038397,Olu,Mohammed,Male,25,2001-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000038398,Halima,Okafor,Female,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000038399,Ibrahim,Adeyemi,Male,41,1985-01-01,Widowed,Nigerian,Employed,Civil Servant,NGO,Primary,19.0
20000038400,Halima,Abdullahi,Female,60,1966-01-01,Single,Nigerian,Self-Employed,Trader,NGO,PhD,20.0
20000038401,Fatima,Abdullahi,Female,41,1985-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Primary,18.0
20000038402,Bisi,Abdullahi,Female,51,1975-01-01,Married,Nigerian,Employed,Teacher,Informal,Diploma,20.0
20000038403,Fatima,Okoye,Female,34,1992-01-01,Divorced,Nigerian,Employed,Civil Servant,Public,Secondary,9.0
